codigo_fundo,setor,preco_atual,liquidez_diaria,dividendo,dividend_yield,dy3_m_acumulado,dy6_m_acumulado,dy12_m_acumulado,dy3_m_media,dy6_m_media,dy12_m_media,dy_ano,variacao_preço,rentab_periodo,rentab_acumulada,patrimonio_líq,vpa,p_vpa,dy_patrimonial,variação_patrimonial,rentab_patr_periodo,rentab_patr_acumulada,vacancia_fisica,vacancia_financeira,quantidade_ativos
BTAL11,Outros,90.17,9405.0,0.83,0.89,2.55,5.14,10.22,0.85,0.86,0.85,8.5,-6.96,-6.13,7.61,63623558.3,106.35,0.85,0.78,0.05,0.83,8.03,0.0,0.0,7
XPML11,Shoppings,99.08,22933.0,0.75,0.75,2.17,4.3,8.48,0.72,0.72,0.71,7.0,-3.68,-2.96,14.68,1904472618.71,101.94,0.97,0.74,0.0,0.74,6.46,3.9,0.0,16
FCFL11,Outros,114.17,5772.0,0.77,0.67,2.0,4.21,8.57,0.67,0.7,0.71,7.09,-6.27,-5.65,8.43,3646833.44,104.8,1.09,0.74,0.01,0.74,4.87,0.0,0.0,1
CCRF11,Títulos e Val. Mob.,97.26,2.0,0.7,0.71,2.43,6.2,13.46,0.81,1.03,1.12,11.07,3.12,3.85,9.47,1530867.83,97.34,1.0,0.72,0.02,0.74,2.34,0.0,0.0,0
FLRP11,Shoppings,1583.02,1597.0,9.45,0.59,1.89,4.22,8.51,0.63,0.7,0.71,7.26,4.78,5.4,43.32,11275844.56,1728.57,0.92,0.57,0.06,0.63,3.95,2.01,0.0,1
MORC11,Títulos e Val. Mob.,99.49,15065.0,1.1,1.18,3.63,7.91,15.95,1.21,1.32,1.33,13.44,-1.0,0.17,6.38,126328211.41,97.78,1.02,1.12,-0.9,0.22,1.84,0.0,0.0,0
EQIR11,Títulos e Val. Mob.,8.98,15941.0,0.11,1.17,13.53,17.04,0.0,4.51,2.84,0.0,21.4,-4.28,-3.16,-88.2,5004574.36,9.95,0.9,1.11,0.3,1.41,-89.54,0.0,0.0,0
CNES11,Lajes Corporativas,32.97,367.0,0.12,0.37,1.07,1.9,3.75,0.36,0.32,0.31,2.95,-0.19,0.19,-1.52,257335344.05,87.25,0.38,0.14,-0.02,0.12,1.51,56.7,0.0,1
SNCI11,Títulos e Val. Mob.,99.94,7295.0,1.0,1.0,3.14,6.96,14.6,1.05,1.16,1.22,12.26,-1.0,-0.01,8.24,412571771.37,98.23,1.02,1.02,0.67,1.69,8.59,0.0,0.0,0
EDGA11,Lajes Corporativas,17.56,2918.0,0.15,0.85,1.83,3.95,7.62,0.61,0.66,0.64,6.82,-3.09,-2.26,-14.53,252184157.67,66.15,0.27,0.16,-0.02,0.14,0.51,48.81,0.0,1
SNFF11,Títulos e Val. Mob.,86.48,5194.0,0.65,0.76,2.23,5.17,9.71,0.74,0.86,0.81,8.22,-3.92,-3.19,5.56,264131204.45,93.33,0.93,0.7,-0.95,-0.26,4.72,0.0,0.0,0
BTRA11,Outros,83.05,5205.0,0.85,1.02,2.75,5.21,10.76,0.92,0.87,0.9,8.87,-4.63,-3.65,-7.5,347696797.12,103.34,0.8,0.77,-0.69,0.08,3.71,0.0,0.0,0
